Number,Finnish,English,Examples
0644,hetken,for a moment,"Hetki.
Just a minute.

Hetki pieni!
Just a minute.

Hetki pieni.
Just a minute.

Odottakaa hetki!
Just a minute.

Odota hetki!
Hey, wait up!

Hetki vain.
Just a minute.

Odotatko hetken?
Will you wait a minute?

Jääkää hetkeksi.
Stay a while.

Jää hetkeksi.
Stay for a while.

Maltapa hetki.
Wait just a moment."
0645,tilaa,Vacancy,"Tilataan jotain.
Let's order something to eat.

Tilanne pahenee.
Things are getting worse.

Tilaatko sanomalehteä?
Do you subscribe to a newspaper?

Anna tilaa.
Step back.

Meillä on tilaa.
We have room.

Tilaa mulle olut.
Order me a beer.

Tilanne on paha.
The situation is ugly.

Tilataan jotain syötävää.
Let's order something to eat.

Tilaan kaksi pitsaa.
I'll order two pizzas.

Tilaanpa pari pitsaa.
I'll order two pizzas."
0646,itseni,myself,"Laulan itsekseni.
I'll sing by myself.

Tanssin itsekseni.
I was dancing by myself.

Petät itseäsi.
You are deceiving yourself.

Tee itse!
Do it yourself.

Häpeän itseäni.
I am ashamed of myself.

Katsokaa itse!
See for yourself.

Katso itse!
See for yourself.

Ajatelkaa itse.
Think for yourself.

Ajattele itse.
Think for yourself.

Kiitos itsellenne!
Never mind!"
0647,että en,that I don't,"Rukoile puolestani.
Pray for me.

Pelkään puolestasi.
I'm afraid for you.

Olen puolellasi.
I'm on your side.

Puhu omasta puolestasi.
Speak for yourself.

Kummalla puolella olet?
Which side are you on?

Kutittaa joka puolelta.
My body itches all over.

Rukoile Pariisin puolesta.
Pray for Paris.

Äitini kokkaa puolestani.
My mother cooks for me.

Rukoilen hänen puolestaan.
I'll pray for him.

Puolet melonista syötiin.
Half of the melon was eaten."
0648,alkuun,to the top,"Alku on tärkeä.
A good beginning makes a good ending.

Hyvää vuoden alkua!
Happy New Year!

Pannaan juhlat alkuun.
Let's get the party going.

Alku aina hankala.
All beginnings are difficult.

Näin onnettomuus sai alkunsa.
This is how the accident happened.

Buddhalaisuus sai alkunsa Intiasta.
Buddhism originated in India.

Kaikki sovintoyritykset tyssäsivät alkuunsa.
Any attempt at reconciliation was nipped in the bud.

Tuo on hyvä alku.
That's a good start.

Köyhyys on kaiken pahan alku.
Poverty is the root of all evil.

Demokratia sai alkunsa antiikin Kreikasta.
Democracy originated in Ancient Greece."
0649,tällöin,here,"Pelaan tennistä silloin tällöin.
I play tennis once in a while.

Mietin tuota silloin tällöin.
I think about it sometimes.

Mietin sitä silloin tällöin.
I think about it sometimes.

Yövyn silloin tällöin hotellissa.
I sometimes stay at the hotel.

Näen sinua silloin tällöin.
I see you every now and then.

Sillöin tällöin opiskelen esperantoa.
Once in a while I study Esperanto.

Pelaan golfia silloin tällöin.
I play golf every so often.

Ajattelen sitä silloin tällöin.
I think about that from time to time.

Kuuletko pojastasi silloin tällöin?
Do you hear from your son from time to time?

Käyn silloin tällöin elokuvissa.
I go to the movies once in a while."
0650,kyse,the point of view of,"Kyseessä on olympiaennätys.
That's an Olympic record.

Mistä on kyse?
What's the matter?

Ensinnäkin, kyse on oikeudenmukaisuudesta.
Firstly, it is a matter of justice.

Kyse ei ole rahasta.
It's not about the money.

Oliko kyseessä pelkkä väärinymmärrys?
Was it just a misunderstanding?

Ystävyydessä on kyse luottamuksesta.
Friendship is a matter of trust.

Kyseessä on kahden toiminnon sarja.
It is a sequence of two actions.

Kyseessä ei ole pelkkä kynä.
It isn't just a pen.

Kyseessä on äärimmäisen liikuttava tarina.
It's an incredibly moving story.

Mistä tässä on oikein kyse?
What are you talking about?"
0651,ehdottomasti,absolutely,"Ehdottomasti!
Definitely!

Ehdottomasti ei!
No way!

Ehdottomasti ei.
No way.

Ehdottomasti kielletty.
Strictly forbidden.

Olit ehdottoman oikeassa.
You were absolutely right.

Haluaisin ehdottomasti nähdä sen.
I would love to see it.

Tämä on ehdottomasti parempi.
This one is definitely better.

Lupaukset täytyy ehdottomasti pitää.
You should always keep your word.

Tupakointi on ehdottomasti kielletty.
Smoking is strictly prohibited.

Olet ehdottomasti loman tarpeessa.
You desperately need a vacation."
0652,jäänyt,remaining,"Olen jäänyt eläkkeelle.
I've retired.

Mitään ei jäänyt jäljelle.
All gone.

Kesä on jäänyt taakse.
The summer is behind us.

En koskaan jäänyt kiinni.
I never got caught.

Hän ei jäänyt kiinni.
She didn't get caught.

Miksi et jäänyt Saksaan?
Why didn't you stay in Germany?

Tähän puukkoon on jäänyt verta.
There's blood on this knife.

Takkini vetoketju on jäänyt jumiin.
The zip on my jacket has got stuck.

Vettä ei jäänyt tuskin lainkaan.
There is little water left.

Oletko koskaan jäänyt jumiin hissiin?
Have you ever been stuck in an elevator?"
0653,kertoa,tell,"Haluan kertoa sinulle.
I want to tell you.

Halusin kertoa sinulle.
I wanted to tell you.

Haluatko kertoa heille?
Do you want to tell them?

Voit kertoa totuuden.
You can tell the truth.

Unohdin kertoa Tomille.
I forgot to tell Tom.

Mistä kirja kertoo?
What is the book about?

Voisitteko kertoa nimenne?
What is your name?

Voisitko kertoa meille?
Please let me know.

Voisitko kertoa minulle?
Please let me know.

Aiotko kertoa Tomille?
Are you going to tell Tom?"
0654,ja on,and is,"Hyvästi ja onnea matkaan.
Good-bye and good luck.

Hyvästi ja onnea matkaan!
Goodbye and good luck.

Näkemiin ja onnea matkaan.
Goodbye and good luck.

Ja onko siellä veneitä?
And are there boats?

Isäni asuu ja on töissä Tokiossa.
My father lives and works in Tokyo.

Miksi penikseni haisee ja on kipeä?
Why is my penis smelly and sore?

Lumisade on vihdoinkin lakannut ja on lämmennyt.
It has finally stopped snowing and has warmed up.

Hän pitää vuorikiipeilystä ja on hyvin perillä Japanin vuorista.
He likes mountaineering and is at home with Japanese mountains.

Nainen varasti häneltä paljon rahaa ja onkin nyt vankilassa.
She stole a lot of money from him, so now she is in prison.

Hän on kaikkea muuta kuin iloissaan ja on todella vihainen.
She is far from being pleased about it and she is very angry."
0655,kaikkia,all,"Tarkkailen kaikkea.
I'm monitoring everything.

Valvon kaikkea.
I'm monitoring everything.

Kaikki hyvin!
Nothing is wrong at all!

Kaikki hyvin?
You all right?

Kaikki lauloivat.
Everybody sang.

Moikka kaikki!
Hi, everybody!

Kaikki pierevät.
Everyone farts.

Kaikki rauhoittuivat.
Everybody calmed down.

Kaikki helpottuivat.
Everyone's relieved.

Moi kaikille!
Hello everyone!"
0656,tilanne,situation,"Tilataan jotain.
Let's order something to eat.

Tilanne pahenee.
Things are getting worse.

Tilaatko sanomalehteä?
Do you subscribe to a newspaper?

Anna tilaa.
Step back.

Meillä on tilaa.
We have room.

Tilaa mulle olut.
Order me a beer.

Tilanne on paha.
The situation is ugly.

Tilataan jotain syötävää.
Let's order something to eat.

Tilaan kaksi pitsaa.
I'll order two pizzas.

Tilaanpa pari pitsaa.
I'll order two pizzas."
0657,että olen,that I am,"Ettekö ole katolilaisia?
Aren't you Catholic?

Etkö ole pettynyt?
You're not disappointed, are you?

Et ole köyhä.
You're not poor.

Ettekö ole väsyneitä?
Aren't you tired?

Ette ole kanadalaisia.
You aren't Canadian.

Et ole poika.
You're not a boy.

Ette ole koiria.
You're not dogs.

Ette ole veljiäni.
You're not my brothers.

Et ole isäni!
You're not my dad!

Ette ole avuksi.
You aren't helping."
0658,toista,to another,"Toista.
Play.

Toista!
Repeat!

Halveksutte toisianne.
You feel contempt for one another.

Halveksumme toisiamme.
We feel contempt for one another.

Toista heti.
Play now.

Muistutatte toisianne.
You guys look the same.

Toista tuo!
Say that again.

Toista se!
Say that again.

Tuemme toisiamme.
We support each other.

Lohdutimme toisiamme.
We consoled each other."
0659,päin,towards,"Tänne päin!
Over here!

Etelään päin.
Southward.

Käänny oikeaan päin.
Turn to the right.

Ajoit päin punaisia.
You ran a red light.

Täyskäännös vasempaan PÄIN!
About face!

Mistä päin tulet?
Where do you come from?

Mene eteen päin.
Go on.

Siirrytäänpä asialistalla eteen päin.
Let's proceed with the items on the agenda.

Käännä kasvosi tänne päin.
Turn your face this way.

Saisinko perunoita tänne päin?
Could you please pass the potatoes?"
0660,ympäri,around,"Ympäri!
About face!

Kääntykää ympäri!
About face!

Käänny ympäri!
About face!

Katsokaa ympärillenne.
Look around.

Katso ympärillesi.
Look around.

Käänny ympäri.
Turn around.

Katselepa ympärillesi.
Take a look around.

Katsopa ympärillesi.
Take a look around.

Katselin ympärilleni.
I looked around me.

Katsoin ympärilleni.
I looked around me."
0661,ajatella,think about,"Yritän ajatella.
I'm trying to think.

Akateemikoiden pitää ajatella.
Academics need to think.

Eipäs ajatella noin.
Let's not think like that.

En voi ajatella toisin.
I can't think otherwise.

Platonin oppilaiden pitää ajatella.
Academics need to think.

Minun pitää ajatella asiaa.
I'll have to think about it.

Minun täytyy ajatella asiaa.
I'll have to think about it.

En halunnut ajatella asiaa.
I didn't want to think about it.

En halunnut ajatella sitä.
I didn't want to think about it.

Meidän täytyy ajatella lapsiamme.
We have to think about our children."
0662,yhteen,together,"Haluan kertoa sinulle.
I want to tell you.

Halusin kertoa sinulle.
I wanted to tell you.

Haluatko kertoa heille?
Do you want to tell them?

Voit kertoa totuuden.
You can tell the truth.

Unohdin kertoa Tomille.
I forgot to tell Tom.

Mistä kirja kertoo?
What is the book about?

Voisitteko kertoa nimenne?
What is your name?

Voisitko kertoa meille?
Please let me know.

Voisitko kertoa minulle?
Please let me know.

Aiotko kertoa Tomille?
Are you going to tell Tom?"
0663,loppuun,out,"Lopu!
Back off!

Loppu!
Stop!

Lopultakin!
Finally!

Henki loppuu.
I am completely out of breath.

Välitunti loppuu.
Recess is ending.

Juhla loppuu.
The party is over.

Ymmärsitkö loppua?
Did you understand the end?

Pidä loppu.
Keep the rest for yourself.

Mutta lopulta nukahdin.
However, I finally fell asleep.

Sait lopulta työpaikan.
You finally succeeded in getting a job."
0664,sinua,you,"Kiusattiinko sinua?
Did you get bullied?

Kutsuttiinko sinut?
Were you invited?

Sinun vuoksesi.
Because of you.

Valitsen sinut.
I choose you.

Sinuna kieltäytyisin.
I'd say no if I were you.

Pidän sinusta.
I like you.

Palvon sinua!
I love you.

Palvon sinua.
I love you.

Ymmärtänen sinua.
I think I understand you.

Kiitän sinua!
Thank you!"
0665,ajatus,idea,"Mahtava ajatus!
That's a lovely idea.

Hyvä ajatus!
That is a good idea.

Miten luova ajatus!
What a creative idea!

Onpa luova ajatus!
What a creative idea!

Onpa mahtava ajatus!
That's a lovely idea.

Onpa upea ajatus!
That's a lovely idea.

Ajatus järkytti Tomia.
The idea shocked Tom.

Minulla on ajatus.
I have an idea.

Onpa hyvä ajatus!
What a good idea!

Siinäpä vasta ajatus!
What an idea!"
0666,vuosien,over the years,"Vuosia kului.
Years passed.

Siihen kuluu vuosia.
It takes years.

Siihen menee vuosia.
It takes years.

Vuosien ponnistelu valui hukkaan.
Years of effort came to nothing.

Tom kärsi migreenistä vuosia.
For years, Tom suffered from migraine headaches.

Olen ihaillut sinua vuosia.
I've admired you for many years.

Asuin Reininmaalla useita vuosia.
I lived in the Rhineland for many years.

Olen opiskellut ranskaa vuosia.
I've studied French for years.

Se oli vuosia sitten.
It was years ago.

Olen odottanut tätä vuosia.
I've been waiting years for this."
0667,vaikkapa,say,"Vaikka.
Whatever.

Vaikka niin.
Whatever.

En välitä, vaikket vastaa.
It doesn't matter whether you answer or not.

Hän epäonnistui, vaikka yrittikin.
For all his efforts, he didn't succeed.

Tomi tuli vaikka satoi.
Tom came even though it was raining.

Menin ulos, vaikka satoi.
I went out although it was raining.

Vaikka sataa, minä menen.
I will go even if it rains.

Vaikka sataisi, minä menen.
I will go even if it rains.

En voi vaikka haluan.
I can't even if I want to.

Vaikka opiskelin insinööriksi päädyin merimieheksi.
Even though I studied to become an engineer I ended up as a sailor."
0668,käytän,I will use,"Käytätkö silmälaseja?
Do you wear glasses?

Käytätkö instaa?
Do you use Instagram?

Käytä kaidetta.
Use the railing.

Käytä vipuvoimaa!
Apply some leverage!

Käytän Twitteriä.
I'm using Twitter.

Käytätkö tekohampaita?
Do you wear dentures?

Käytätkö maskia?
Are you wearing face mask?

Käytä portaita!
Enter by means of the staircase!

Käytän sähköhammasharjaa.
I use an electric toothbrush.

Käytä päätä.
Use your head."
0669,viikko,week,"Ensi viikkoon!
Until next week.

Vietin viikon Istanbulissa.
I spent a week in Istanbul.

Olin viikon Istanbulissa.
I spent a week in Istanbul.

Laihduin tällä viikolla.
I lost weight this week.

Uin kerran viikossa.
I swim once a week.

Sadesäätä kesti viikon.
The rain lasted a week.

Sadesää kesti viikon.
The rain lasted a week.

Viime viikolla satoi.
It rained last week.

Tapasimme viime viikolla.
We met last week.

Kolme viikkoa kului.
Three weeks went by."
0670,pitkän,long,"Pitkä matka?
Long journey?

Kuinka pitkä?
How long?

Miten pitkä?
How long?

Olen pitkä.
I am tall.

Pitkästä aikaa!
It's been a long time.

Olipa pitkä päivä!
What a long day!

Lisäämme pitkiä esimerkkejä.
We add long examples.

Jono oli pitkä.
The queue was long.

Oletko sinä pitkä?
Are you tall?

Hän on pitkä.
She is tall."
0671,kun on,when it is,"Tykkään siitä kun on kuuma.
I like it when it's hot.

On ajanhukkaa opiskella, kun on unelias.
Studying when you're sleepy is a waste of time.

Kun on hauskaa, niin aika lentää.
Time flies when you're having fun.

Tulee keskittyä tiehen kun on ajamassa.
You should concentrate on the road when you're driving.

Tulisi keskittyä tiehen kun on ajamassa.
You should concentrate on the road when you're driving.

Pitää keskittyä tiehen kun on ajamassa.
You should concentrate on the road when you're driving.

Pitäisi keskittyä tiehen kun on ajamassa.
You should concentrate on the road when you're driving.

Kunta on jätteenhoito-ongelman kanssa ymmällään.
The municipal government is at their wits' end concerning the garbage problem.

Opiskeleminen on turhaa kun on väsynyt.
It is no use studying when you are sleepy.

On mukavaa, kun on paljon ystäviä.
It is nice to have a lot of friends."
0672,joko,either,"Joko olet syönyt aamiaisesi?
Have you finished breakfast yet?

Joko lopetetaan tältä päivältä?
What do you say to calling it a day?

Joko kaikki tai ei kukaan.
Either all or none.

Tommi on joko typerys tai nero.
Tom is either an idiot or a genius.

Tommi on joko idiootti tai nero.
Tom is either an idiot or a genius.

Tommi on joko älykääpiö tai nero.
Tom is either an idiot or a genius.

Valehtelija on joko Tuomo tai Mary.
Either Tom's lying or Mary's lying.

Joko käyttäjänimi tai salasana on virheellinen.
Either your user name or password is incorrect.

Henkilö on joko mies tai nainen.
A person is either male or female.

Hän on joko humalassa tai hullu.
He is either drunk or mad."
0673,monia,many,"Montako omenaa?
How many apples are there?

Montako halusit?
How many did you want?

Montako muksua haluat?
How many kids do you want?

Montako lasta haluat?
How many children do you want?

Montako kirjaa lainasit?
How many books did you borrow?

Montako lippua tarvitset?
How many tickets do you need?

Ostin monta kirjaa.
I have bought a lot of books.

Tiedän monia kanadalaisia.
I know many Canadians.

Montako kahvikupillista joit?
How many cups of coffee did you drink?

Montako kirjaa omistatte?
How many books do you possess?"
0674,meitä,us,"Pelkäät meitä.
You're afraid of us.

Pelkäätte meitä.
You're afraid of us.

Vihaan meitä.
I hate us.

Vahtikaa meitä.
Watch us.

Vahdi meitä.
Watch us.

Katsokaa meitä.
Watch us.

Äänestäkää meitä!
Vote for us!

Äänestä meitä!
Vote for us!

Seuraa meitä.
Follow us.

Seuratkaa meitä!
Follow us."
